ID,WikiProject,Talkpage id,Revision,User id,Code,Title,Message
11,WikiProject_Deletion_sorting,13908463,455813677,2512606,REQ-OPINION,Automatic delsort,"\n\nDoes anyone know if and when the delsort feature will be restored to  Twinkle? --[[User:Kudpung|Kudpung à¸Åà¸¸à¸”à¸œà¸¶à_‰à¸‡]] ([[User talk:Kudpung|talk]]) 08:13, 16 October 2011 (UTC)"
12,WikiProject_Military_history,118445,487802433,415269,FYI,New collection of scholarly books online,"\n\nThe recently-launced [http://www.doabooks.org/doab Directory of open access books] website may be of interest to members of this project. It\'s posting the full text of new(ish) scholarly books online, under what appears to be a Wikipedia-friendly creative commons license. Its current list of history titles is available [http://www.doabooks.org/doab?func=subject&amp;cpId=13&amp;uiLanguage=en here] and includes several military history books. [[User:Nick-D|Nick-D]] ([[User talk:Nick-D|talk]]) 08:40, 17 April 2012 (UTC)"
13,WikiProject_Military_history,118445,495323762,16719761,REQ-INFO,Roman Manipular Formation,"\n\nI have been testing out roman tactics on the rome toal war video game. I have noticed this formation is vulerable to being out flanked when facing the same or supior numbers when the enemy is in a line. I have solved this by bending the flanks and thinning the units on the flanks to extend the line. Is there any sources saying the romans did this. [[User:Nhog|Nhog]] ([[User talk:Nhog|talk]]) 17:13, 31 May 2012 (UTC)"
14,WikiProject_Military_history,118445,444272361,70142,REQ-DISCUSSION,[[Spearhead Land Element]],"\n\nFolks, expert input requested in the move discussion on the article\'s talk page. Thanks.&amp;nbsp;Ã¢&#x20AC;&#x201C;&amp;nbsp;[[User:Ukexpat|ukexpat]] ([[User talk:Ukexpat|talk]]) 14:45, 11 August 2011 (UTC)"
15,WikiProject_Football,2234301,497678147,437689,REQ-DISCUSSION,[[Josimar]],"\n\nWatching the video link given above from the 1986 World Cup reminded me of this extraordinary Brazillian rightback who scored two of the best ever World Cup goals in that year\'s competition. I thought his first name was Paulo, and the video linked above does indeed give that name. But our article doesn\'t. Help welcomed at [[Talk:Josimar]]. --[[User:Dweller|Dweller]] ([[User talk:Dweller|talk]]) 07:56, 15 June 2012 (UTC)"
16,WikiProject_Football,2234301,450918185,553121,REQ-OPINION,PFA Team of the Year templates,"\n\nJust a minor query.  Would anyone oppose the idea of renaming the existing PFA Team of the Year templates (eg [[Template:2010Ã¢&#x20AC;&#x201C;11 Football League Two Team of the Year]]) from &quot;Team of the Year&quot; to &quot;PFA Team of the Year&quot;, in order to reflect the title of the [[PFA Team of the Year]] article?  Cheers, [[User:Mattythewhite|Mattythewhite]] ([[User talk:Mattythewhite|talk]]) 04:18, 17 September 2011 (UTC)"
17,WikiProject_Football,2234301,485224075,14648007,REQ-MONITOR,Joey Barton,"\n\nCan I have eyes on Joey Barton\'s article multiple vandalism by different users &amp; IP\'s happening so frequent I can\'t even revert (edit conflict) &amp; the Bots are making it more difficult with a partial reverts. &amp;#9733;&amp;#9734; [[User:DUCKISJAMMMY|&lt;font color=&quot;Fuchsia&quot;&gt;DUCK&lt;/font&gt;&lt;font color=&quot;blue&quot;&gt;IS&lt;/font&gt;&lt;font color=&quot;Fuchsia&quot;&gt;JAMMMY&lt;/font&gt;]]&amp;#9734;&amp;#9733; 20:44, 2 April 2012 (UTC)"
18,WikiProject_Football,2234301,484066229,728404,REQ-DISCUSSION,Potential page move,"\nAn editor has suggested a page move at [[Talk:Steve Ball]] and has invited comments. I haven\'t commented on it myself because he likes to start puerile arguments with me, but I\'m sure some people here will put him straight on what to do. [[User:Bretonbanquet|Bretonbanquet]] ([[User talk:Bretonbanquet|talk]]) 20:16, 26 March 2012 (UTC)"
19,WikiProject_Football,2234301,469392682,15246001,REQ-OPINION,Notability for matches,"\n\nI was wondering what the notability for matches is after I came across [[1994 Caribbean Cup#Anomaly|this]] story in the middle of an article. Would that be notable for it\'s own article? [[User:Bar Code Symmetry|&lt;span style=&quot;-moz-border-radius:1em;border:1px solid black;font-size:11px;background-color:red;color:white;padding:1px 4px 1px 5px&quot;&gt;\'\'\'BCS\'\'\'&lt;/span&gt;]]  [[User Talk:Bar Code Symmetry |(Talk)]] 21:00, 3 January 2012 (UTC)"
20,WikiProject_Football,2234301,494186636,7169912,REQ-OPINION,Question about addition of competition logos to season articles,"\n\nShort question: Are edits like [http://en.wikipedia.org/w/index.php?title=2012%E2%80%9313_UEFA_Champions_League&amp;diff=494174543&amp;oldid=494169357 this] okay or should they be reverted due to a lack of use rationale? Thanks in advance, [[User:Soccer-holic|Soccer-holic]]&lt;sup&gt;[[User talk:Soccer-holic|I hear voices in my head...]]&lt;/sup&gt; 18:08, 24 May 2012 (UTC)"
21,WikiProject_Football,2234301,500304093,8229966,REQ-COORD-NONART,Need for short essay detailing on a country by country basis those levels where leagues are considered notable,"\n\nI am sure there must have been a previous discussion on this one but would it be possible to write a short Notability Essay establishing on a country by country basis advising at what level leagues are generally considered notable, for example:\n\n{| \n|valign=&quot;top&quot; width=0%|\n{|  class=&quot;wikitable&quot; \n|- style=&quot;background:#f0f6fa;&quot;\n!\'\'\'Country\'\'\'\n!\'\'\'Notable Levels\'\'\'\n!\'\'\'Justification\'\'\'\n|-\n|\'\'\'[[English football league system|England]]\'\'\'\n|1-10\n|[[FA Cup]] entrants\n|-\n|\'\'\'[[Portuguese football league system|Portugal]]\'\'\'\n|1-4\n|[[Taà¸£à¸‡a de Portugal]] entrants / [[Portuguese Football Federation]] administers 3-4 of national system. \n|-\n|\'\'\'[[Swedish football league system|Sweden]]\'\'\'\n|1-6\n|[[Swedish Football Association]] administers 1-6 of national system. \n|-\n|}\n\nThe listing may not be comprehensive but it would be most helpful (particularly for newcomers) to list those where there is general consensus.  We seem to already use these criteria in quite a few cases but they remain somewhat &quot;hidden beneath the surface&quot;.\n\nMy apologies if I am just going over old ground. [[User:League Octopus|League Octopus]] (League Octopus 09:07, 2 July 2012 (UTC))"
22,WikiProject_Football,2234301,443768147,7632251,REQ-MONITOR,[[Jacobo Sanz Ovejero]],"\n\nTeammates: i think i may be in need of some assistance in the next hours, an user, claiming to be the footballer\'s brother (must be true), has proceeded to fill his page with needless links (a glove brand) and POV/WEASEL in his history.\n\nI have proceeded to rollback his stuff but, in a show of respect, will try to have a better look at his version and see if something can be an &quot;upgrade&quot; to the current version. I doubt it...\n\nAttentively - --[[User:VascoAmaral|Vasco Amaral]] ([[User talk:VascoAmaral|talk]]) 23:14, 8 August 2011 (UTC)"
23,WikiProject_Medicine,21093109,489648016,1381068,REQ-DISCUSSION,[[Child depression]],"\n\nmaybe needs redefining - see [[Talk:Child depression]] [[User:Casliber|Casliber]] ([[User talk:Casliber|talk]] \'\'\'è·¯\'\'\' [[Special:Contributions/Casliber|contribs]]) 16:44, 28 April 2012 (UTC)"
24,WikiProject_Medicine,21093109,470501148,1998764,REQ-MONITOR,Looks like we need a few eyes,"\n\nAn editor at [[Talk:Asperger syndrome]] has declared that he [http://en.wikipedia.org/w/index.php?title=Talk:Asperger_syndrome&amp;diff=470421203&amp;oldid=470420824 will remove all comments from unregistered users] in the future.  Refusing to allow unregistered users to participate is obviously unacceptable, and I think it would be appropriate for a couple of admins to keep an eye on the page.  [[User:WhatamIdoing|WhatamIdoing]] ([[User talk:WhatamIdoing|talk]]) 21:13, 9 January 2012 (UTC)"
25,WikiProject_Medicine,21093109,462904474,46555,REQ-OPINION,Sourcing of [[hepatitis]],"\n\nI\'m involved in a disagreement with {{User|DrMicro}} on the sourcing of recently added content to the article [[:hepatitis]]. In my mind, the 10 KB list of infectious agents that can cause hepatitis should be sourced to [[WP:MEDRS]]-compatible secondary sources (e.g. textbooks). DrMicro [[WP:IDIDNTHEARTHAT|persists]] in relying on case reports and other low-quality sources. We have previously have an exchange on [[Whipple\'s disease]].\n\nBefore I remove the long list of causes from the article again, I thought I\'d get others\' opinion on this. Would we want an article like [[:hepatitis]] to be built on such sources? 14:59, 28 November 2011 (UTC)"
26,WikiProject_Medicine,21093109,501501167,141421,REQ-OTHER-PEOPLE,Artificial nutrition and hydration in end-of-life care.,"\n\nThe [[Liverpool Care Pathway]], the UK NHS protocol for care of the dying in the last hours of life, is in the news again.\n \nFollowing a \'\'Daily Mail\'\' piece last month that it\'s all a plot to starve and dehydrate the elderly to death, the story has been taken up by more papers yesterday and today,  generally in a sensationalist and utterly uninformed way, following a letter to the \'\'Daily Telegraph\'\' by six usual suspects grinding some rather worn axes.\n\nAfter the DM piece, the wiki article has unfortunately acquired a &quot;Controversy&quot; section, which currently leaves rather a lot to be desired.\n\nI\'d be grateful if anyone with a good grasp of palliative / end-of-life care could step in and sort out the wheat from the chaff. [[User:Jheald|Jheald]] ([[User talk:Jheald|talk]]) 03:12, 10 July 2012 (UTC)"
27,WikiProject_Medicine,21093109,440069708,1304678,REQ-OPINION,Complaint at OTRS about our article [[Adhesive capsulitis of shoulder]],"\n\nThe specific complaint is &quot;to release the pain is not hot is cool like ice. You say hot i have frozen shoulder and i did put hot and getting worse until i have see my doctor and say ice is like a anti\ninflamatory. So you need to correct you article thanks&quot; Looking at the article it seems to be giving a lot of uncited medical advice. I\'d appreciate it if someone could take a look at this. [[User:Dougweller|Dougweller]] ([[User talk:Dougweller|talk]]) 05:55, 18 July 2011 (UTC)"
28,WikiProject_Medicine,21093109,471512375,15515813,REQ-OPINION,Prostate cancer. 174 references,"\n\n:::::{| class=&quot;wikitable&quot;\n|-\n! A primary, empirical study\n|-\n| Primary studies || 62\n|-\n| Secondary studies (reviews / meta-analysis) || 40\n|-\n| Medical information resources || 24\n|-\n| Epidemiology / statistics / overall studies || 18\n|-\n| Newspapers / news sources || 17\n|-\n| Textbooks || 8\n|-\n| Uncertain and/or difficult to classify || 5\n|-\n|  || \n|-\n| SUM || 174\n|-\n|  || \n|-\n| Primary studies || 35,6 %\n|-\n| Other studies etc. || 64,4 %\n|}\n\nCastration Ã¢&#x20AC;&#x201C; resistant prostate cancer (CRPC) is being treated with the plant secondary metabolite taxol (class: alkaloid). I am about to rewrite the Pomegranate health section with a focus on ellagitannins and anthocyanins (class: phenols). Many authoritative reviews are available. It is my opinion that reviews are preferable (as a safeguard), but that they should not become a strait jacket (secondary studies are based on primary studies Ã¢&#x20AC;Å_). What do you think about the balance in the example above? [[User:Granateple|Granateple]] ([[User talk:Granateple|talk]]) 16:22, 15 January 2012 (UTC)"
29,WikiProject_Medicine,21093109,457862387,1998764,REQ-OTHER-PEOPLE,Lupus erythematosus,"\n\n[[Lupus erythematosus]] is seeing several thousand hits a day, and it\'s still a nine-sentence stub.  If anyone knows a bit about it so it could be expanded, please do what you can.  [[User:WhatamIdoing|WhatamIdoing]] ([[User talk:WhatamIdoing|talk]]) 19:06, 28 October 2011 (UTC)"
30,WikiProject_Medicine,21093109,451786365,321400,REQ-INFO,Wikipedia &amp; pathology,"\n\nIs there a way to gauge the number of pathology-related articles in Wikipedia?\n\nI am doing a little project on Wikis and trying to get an estimate... such that I can compare it to the tiny wiki sites devoted exclusively to pathology.\n\nThe Pathology Taskforce template appears to link to 128 articles:\n*[http://en.wikipedia.org/wiki/Category:Top-importance_pathology_articles 6 top importance ]\n*[http://en.wikipedia.org/wiki/Category:High-importance_pathology_articles 15 high importance ]\n*[http://en.wikipedia.org/wiki/Category:Mid-importance_pathology_articles 38 mid importance ]\n*[http://en.wikipedia.org/wiki/Category:Low-importance_pathology_articles 12 low importance ]\n*[http://en.wikipedia.org/wiki/Category:Unknown-importance_pathology_articles 57 ??? importance ]\n\nThe number of links to the [[WP:Pathology|Pathology Taskforce]] is approximately 300.[http://en.wikipedia.org/wiki/Special:WhatLinksHere/Wikipedia:WikiProject_Medicine/Pathology_task_force]\n\nThe totals (128? 300?) seem quite low, when one considers the estimate in Heilman et al.[http://www.jmir.org/2011/1/e14/]; it pegs the number of medical articles in Wikipedia at around 20,000.  Which brings me to the question... does any one know how they got the 20,000 number in that article?\n\n&quot;CatScan&quot;[http://toolserver.org/~magnus/catscan_rewrite.php] looked like it might give me the answer... but I seem too dense to use it or don\'t have enough patience.\n\nAs an aside, in my research, I came across this:&lt;br&gt;\n:{{Cite journal  | last1 = Wood | first1 = A. | last2 = Struthers | first2 = K. | title = Pathology education, Wikipedia and the Net generation. | journal = Med Teach | volume = 32 | issue = 7 | pages = 618 | month =  | year = 2010 | doi = 10.3109/0142159X.2010.497719 | PMID = 20653388 }}\n\nIt compared Wikipedia entries with information in \'\'Robbins\'\' (Kumar V, Abbas AK, Cotran RS, Fausto N. &quot;Robbins and Cotran pathologic basis of disease&quot;. Saunders/Elsevier (2010) ISBN 1416031219.), a standard text used in medical school and by pathology residents, and has this to say about Wikipedia:\n:\'\'&quot;We have identified Wikipedia as an informative and accurate source for Pathology education and believe that Wikipedia is potentially an important learning tool for of the Ã¢&#x20AC;&#x2DC;Net GenerationÃ¢&#x20AC;&#x2122;.&quot;\'\'\n\n[[User:Nephron|Nephron]] &lt;small&gt;[[User_talk:Nephron|&amp;nbsp;T]]|[[Special:Contributions/Nephron|C]]&lt;/small&gt; 03:21, 22 September 2011 (UTC)"
31,WikiProject_Guild_of_Copy_Editors,18534130,467036841,10968513,INVITATION,January Backlog elimination drive,"\n\nI have launched the January Backlog elimination drive [[Wikipedia:WikiProject Guild of Copy Editors/Backlog elimination drives/January 2012|here]], so feel free to look over it and sign up. Regards, [[User:The Utahraptor|&lt;font color=&quot;green&quot;&gt;The Utahraptor&lt;/font&gt;]][[User talk:The Utahraptor|&lt;sup&gt;Talk&lt;/sup&gt;]]/[[Special:Contributions/The Utahraptor|&lt;sub&gt;Contribs&lt;/sub&gt;]] 15:40, 21 December 2011 (UTC)"
32,WikiProject_Guild_of_Copy_Editors,18534130,449055459,332841,INVITATION,Specialised drives,"\n\nDear colleagues, sorry I don\'t seem to actively engage with your good work. I wonder what people think about the idea of conducting the occasional narrow-focus drive. Some whole categories are pretty bad on WP: I have in mind business and management just now. Please see [[Wikipedia_talk:WikiProject_Business#Some_issues_I.27ve_noticed_in_business-related_articles|the note I\'ve left at their WikiProject]]. It would require collaboration between copy-editors, copyright/plagiarism leading lights like Moonriddengirl, and the relevant WikiProjects. Also has good PR value for the GOCE, I suspect, in addition to its regular general c-e drives. Anyone interested in pursuing this? [[User:Tony1|&lt;font color=&quot;darkgreen&quot;&gt;\'\'\'Tony\'\'\'&lt;/font &gt;]] [[User talk:Tony1|&lt;font color=&quot;darkgreen&quot;&gt;(talk)&lt;/font &gt;]] 04:00, 8 September 2011 (UTC)"
33,WikiProject_Guild_of_Copy_Editors,18534130,487556313,6792761,REQ-OPINION,"new template, useful, or just good practice of my photoshop skills?","\n\nI\'ve noticed in the last month at least 2 articles that were requesting copyedits while they were very fluid in terms of their content, and were not suitable candidates for copyediting at the moment. There was also a brief discussion about this on another page somewhere (I forget where exactly). As I have no life whatsoever (or was avoiding having to mow the lawn), I created this template which seems like it might be useful, although I don\'t consider it &quot;done&quot; yet, (I was having a hard time with the parameters that would allow the substitution of an editors name for the generic &quot;a member of&quot; line). Thoughts, opinions? Useful? --[[User:Despayre| &lt;b style=&quot;white-space:nowrap;text-shadow:#000 0em 0em 0.4em,#D00 -0.2em -0.2em 0.4em,#D00 0.2em 0.2em 0.4em;color:#ACF&quot;&gt; Despayre &lt;/b&gt;]]&amp;nbsp;&lt;sup&gt;[[User_talk:Despayre|tÃªte-Ã -tÃªte]]&lt;/sup&gt; 20:19, 15 April 2012 (UTC)"
34,WikiProject_Guild_of_Copy_Editors,18534130,483542176,8729451,REQ-DISCUSSION,Template:Culture of region,"\n\n[[Template:Culture of region]] - There is an ongoing talk about the benefits and disadvantages of generic templats that produce redlinks  pls see [[Template talk:Culture of region#Concerns]].[[User:Moxy|Moxy]] ([[User talk:Moxy|talk]]) 15:32, 23 March 2012 (UTC)"
35,WikiProject_Guild_of_Copy_Editors,18534130,457997022,5891765,FYI,Abscence,"\n\nHi all\n\nI have been having some computer issues - first with a reinstall of Windows three weeks ago, then a broken graphics card, and now another reinstall of Windows. Thank goodness it seems finished now - the main issue was that having not registered immediately after the reinstall, service pack 2 did not get installed and that caused a knock on effect once my up-to-date drivers went on; after which service pack 2 did some strange things to my system and C++ 2010. Oh the joys of computing!\n\nEverything is working now and I am on catch up after I get back home tonight. Sorry for my absence and hopefully all is back to normal for a few months until something else in there gives up the ghost :Ã‚Å_) [[User:Chaosdruid|Chaosdruid]] ([[User talk:Chaosdruid|talk]]) 17:28, 29 October 2011 (UTC)"
36,WikiProject_Guild_of_Copy_Editors,18534130,483796425,10089744,OTHER,GOCE mentors needed,"\n\nHi everyone, I sadly had to change my status as a GOCE mentor to &quot;busy&quot; because that is the state of my life right now. This means that the only 3 mentors listed on [[Wikipedia:WikiProject Guild of Copy Editors/Members/Mentorship|the mentorship page]] are unavailable. I would appreciate other GOCE members who would like to come forward to help out here. I\'ve had a few users seeking mentorship on my talk page, and I hate to turn them away with out being able to direct them to someone else who can help them. Thanks. --[[User:Tea with toast|&lt;font color=&quot;DarkGreen&quot;&gt;Tea with toast&lt;/font&gt;]] [[User talk:Tea with toast|&lt;font color=&quot;Sienna&quot;&gt;(ÄçÅ Ä…)&lt;/font&gt;]] 04:31, 25 March 2012 (UTC)"
37,WikiProject_Chemicals,902380,444045958,491706,REQ-OPINION,[[Dihydrophenylisatin]],"\n\nI\'m having trouble verifying the new article [[dihydrophenylisatin]].  The chemical name does not appear in SciFinder, ChemSpider, Reaxys, PubMed, or PubChem.  Web searches only turn up non-authoritative sites mentioning it as a constituent of prunes.  Is this something that someone just made up and then it got spread around the internet?  Or is it a misspelling (or uncommon synonym) of a real chemical compound?  Any ideas, chemists?  -- [[User:Edgar181|Ed]] ([[User talk:Edgar181|Edgar181]]) 11:56, 10 August 2011 (UTC)"
38,WikiProject_Chemicals,902380,495191083,196446,REQ-DISCUSSION,Proposal to reclassify [[:Category:Chemistry disambiguation pages]] and [[:Category:Molecular formula disambiguation pages]],"\n\nI have made a proposal at [[Wikipedia talk:Disambiguation#Category:Chemistry disambiguation pages and Category:Molecular formula disambiguation pages]] that all pages in [[:Category:Chemistry disambiguation pages]] and [[:Category:Molecular formula disambiguation pages]] be changed to set index pages, to more accurately reflect the relatedness of the articles listed on those pages. Please note that this change, if implemented, will not affect the substance of any of these pages, but will only entail switching the existing \'\'\'&lt;nowiki&gt;{{Chemistry disambiguation}}&lt;/nowiki&gt;\'\'\' and \'\'\'&lt;nowiki&gt;{{MolFormDisambig}}&lt;/nowiki&gt;\'\'\' tags for \'\'\'&lt;nowiki&gt;{{Chemistry Index}}&lt;/nowiki&gt;\'\'\' and \'\'\'&lt;nowiki&gt;{{MolFormIndex}}&lt;/nowiki&gt;\'\'\' tags to be created, modeled on the existing tags. [[User:BD2412|&lt;font style=&quot;background:tan&quot;&gt;\'\'\'\'\'bd2412\'\'\'\'\'&lt;/font&gt;]] [[User talk:BD2412|\'\'\'T\'\'\']] 20:54, 30 May 2012 (UTC)"
39,WikiProject_Chemicals,902380,464540155,5980967,REQ-OPINION,Chembox field,"\n\nI propose that the MeltingPt and BoilingPt fields be altered â€” that the &quot;âˆ’&quot; exchanged for the &quot;â€“&quot; in cases where a range is displayed. An example: &quot;âˆ’ # â€“âˆ’%&quot; instead of &quot;âˆ’ # âˆ’âˆ’%&quot;. [[User:Plasmic Physics|Plasmic Physics]] ([[User talk:Plasmic Physics|talk]]) 08:52, 7 December 2011 (UTC)"
40,WikiProject_Chemicals,902380,441548354,126395,REQ-OTHER-PEOPLE,Article move request,"\n\nWould any administrator out there be so kind as to move [[octathiocane]] to [[cyclooctasulfur]]? --[[User:Benjah-bmm27|Ben]] ([[User talk:Benjah-bmm27|talk]]) 15:31, 26 July 2011 (UTC)"
41,WikiProject_Chemicals,902380,443067069,2896897,REQ-OTHER-PEOPLE,[[3-Methyl-2-butanol]],"\n\nSomeone put a warning up at the top of this page that some information is incorrect. I don\'t have the time to sort it out, so if anyone wishes to look into it, that would be great. Regards, [[User:Pdcook|&lt;strong&gt;P. D. Cook&lt;/strong&gt;]] &lt;sup&gt;[[User_talk:Pdcook|\'\'Talk to me!\'\']]&lt;/sup&gt; 19:51, 4 August 2011 (UTC)"
42,WikiProject_Chemicals,902380,452462411,2428506,REQ-DISCUSSION,[[Wikipedia_talk:Chemical_infobox#Merging_drugbox_into_chembox:_take_2|Merging drugbox into chembox:take 2]],"\n\nA request for comment has been made at the above link. Your input is welcome. [[User:Boghog|Boghog]] ([[User talk:Boghog|talk]]) 03:12, 26 September 2011 (UTC)"
43,WikiProject_Chemicals,902380,477078459,2246483,REQ-DISCUSSION,[[:Category:Natural_opium_alkaloids]],"\n\nFor anyone that is interested, there is a discussion about renaming [[:Category:Natural_opium_alkaloids]] to [[:Category:Opium_alkaloids]] here: [[Wikipedia:Categories_for_discussion/Log/2012_February_15#Category:Natural_opium_alkaloids]].  [[User:ChemNerd|ChemNerd]] ([[User talk:ChemNerd|talk]]) 21:50, 15 February 2012 (UTC)"
44,WikiProject_Wikify,6266924,442744418,14058899,REQ-OPINION,Word count award,"\n\nSo, I know word count awards don\'t seem to be too popular around here, but I would like to propose one award for the person who wikifies the article with the highest word count in each drive.  I think there has to be some incentive to Wikify the longer articles.&lt;tt&gt;  &lt;/tt&gt;[[User:Ryan Vesey|\'\'\'\'\'Ryan\'\'\'\'\']] [[User talk:Ryan Vesey|\'\'\'\'\'Vesey\'\'\'\'\']] [[Wikipedia:Editor review/Ryan Vesey|&lt;small&gt;Review me!&lt;/small&gt;]] 21:44, 2 August 2011 (UTC)"
